pelvis_x,pelvis_y,pelvis_z,spine_x,spine_y,spine_z,spine.001_x,spine.001_y,spine.001_z,neck_x,neck_y,neck_z,face_x,face_y,face_z,face_EndSite_x,face_EndSite_y,face_EndSite_z,shoulder.L_x,shoulder.L_y,shoulder.L_z,upper_arm.L_x,upper_arm.L_y,upper_arm.L_z,forearm.L_x,forearm.L_y,forearm.L_z,forearm.L_EndSite_x,forearm.L_EndSite_y,forearm.L_EndSite_z,shoulder.R_x,shoulder.R_y,shoulder.R_z,upper_arm.R_x,upper_arm.R_y,upper_arm.R_z,forearm.R_x,forearm.R_y,forearm.R_z,forearm.R_EndSite_x,forearm.R_EndSite_y,forearm.R_EndSite_z,pelvis.L_x,pelvis.L_y,pelvis.L_z,pelvis.L_EndSite_x,pelvis.L_EndSite_y,pelvis.L_EndSite_z,pelvis.R_x,pelvis.R_y,pelvis.R_z,pelvis.R_EndSite_x,pelvis.R_EndSite_y,pelvis.R_EndSite_z,thigh.L_x,thigh.L_y,thigh.L_z,shin.L_x,shin.L_y,shin.L_z,foot.L_x,foot.L_y,foot.L_z,foot.L_EndSite_x,foot.L_EndSite_y,foot.L_EndSite_z,thigh.R_x,thigh.R_y,thigh.R_z,shin.R_x,shin.R_y,shin.R_z,foot.R_x,foot.R_y,foot.R_z,foot.R_EndSite_x,foot.R_EndSite_y,foot.R_EndSite_z
0.009625, -0.014644, 0.030144,0.009625, -0.014644, 0.030144,0.001406, 0.232725, 0.020987,-0.006814, 0.480093, 0.011830,-0.005535, 0.660085, 0.023513,0.004667, 0.644592, 0.048948,-0.006814, 0.480093, 0.011830,0.140410, 0.484385, 0.012553,0.142804, 0.312844, 0.197638,-0.077672, 0.325282, 0.157688,-0.006814, 0.480093, 0.011830,-0.154041, 0.475939, 0.011101,-0.165043, 0.276176, 0.119731,0.049167, 0.281363, 0.166316,0.009625, -0.014644, 0.030144,0.111120, -0.013416, 0.034562,0.009625, -0.014644, 0.030144,-0.091870, -0.015871, 0.025726,0.111128, -0.014644, 0.034562,0.094755, -0.355478, -0.005569,0.088898, -0.628932, -0.044409,0.114392, -0.682467, 0.098047,-0.091878, -0.014644, 0.025726,-0.096581, -0.355843, -0.000585,-0.082801, -0.629976, -0.058200,-0.125644, -0.683336, 0.089011
0.010433, -0.014787, 0.030549,0.010433, -0.014787, 0.030549,0.002310, 0.232571, 0.021019,-0.005814, 0.479928, 0.011490,-0.004886, 0.659935, 0.022980,0.005200, 0.644436, 0.048457,-0.005814, 0.479928, 0.011490,0.141406, 0.484386, 0.011942,0.143832, 0.313339, 0.197483,-0.076673, 0.325888, 0.157725,-0.005814, 0.479928, 0.011490,-0.153038, 0.475608, 0.011032,-0.164575, 0.275344, 0.118681,0.049403, 0.281146, 0.166251,0.010433, -0.014787, 0.030549,0.111942, -0.013594, 0.034642,0.010433, -0.014787, 0.030549,-0.091077, -0.015980, 0.026456,0.111949, -0.014787, 0.034643,0.095301, -0.355634, -0.005262,0.088969, -0.629017, -0.044524,0.114639, -0.682622, 0.097874,-0.091083, -0.014787, 0.026455,-0.096061, -0.355983, 0.000156,-0.083088, -0.630009, -0.058150,-0.125839, -0.683097, 0.089187
0.011486, -0.015249, 0.031061,0.011486, -0.015249, 0.031061,0.003426, 0.232091, 0.021022,-0.004634, 0.479430, 0.010983,-0.003953, 0.659441, 0.022425,0.005911, 0.643939, 0.047987,-0.004634, 0.479430, 0.010983,0.142583, 0.483992, 0.011144,0.144741, 0.313637, 0.197324,-0.075788, 0.326464, 0.157787,-0.004634, 0.479430, 0.010983,-0.151856, 0.475006, 0.010817,-0.162596, 0.275145, 0.119292,0.051458, 0.281690, 0.166422,0.011486, -0.015249, 0.031061,0.113015, -0.014095, 0.034656,0.011486, -0.015249, 0.031061,-0.090043, -0.016403, 0.027466,0.113021, -0.015249, 0.034657,0.095942, -0.356105, -0.004989,0.089051, -0.629405, -0.044733,0.114915, -0.683096, 0.097598,-0.090049, -0.015249, 0.027465,-0.095643, -0.356416, 0.000919,-0.083395, -0.630292, -0.058246,-0.126174, -0.683255, 0.089127
0.012739, -0.015709, 0.031749,0.012739, -0.015709, 0.031749,0.004730, 0.231608, 0.021128,-0.003280, 0.478925, 0.010508,-0.002798, 0.658935, 0.021964,0.006784, 0.643420, 0.047625,-0.003280, 0.478925, 0.010508,0.143936, 0.483550, 0.010521,0.145610, 0.313856, 0.197309,-0.074950, 0.326873, 0.158009,-0.003280, 0.478925, 0.010508,-0.150499, 0.474437, 0.010489,-0.160256, 0.275460, 0.120668,0.054042, 0.282694, 0.166573,0.012739, -0.015709, 0.031749,0.114284, -0.014632, 0.034873,0.012739, -0.015709, 0.031749,-0.088806, -0.016786, 0.028625,0.114290, -0.015709, 0.034873,0.096631, -0.356541, -0.004730,0.089094, -0.629747, -0.044997,0.115099, -0.683460, 0.097299,-0.088812, -0.015709, 0.028625,-0.095037, -0.356849, 0.001872,-0.083538, -0.630527, -0.058352,-0.126601, -0.683744, 0.088847
0.014018, -0.016031, 0.032562,0.014018, -0.016031, 0.032562,0.006093, 0.231263, 0.021363,-0.001832, 0.478557, 0.010165,-0.001559, 0.658572, 0.021562,0.007773, 0.643037, 0.047303,-0.001832, 0.478557, 0.010165,0.145379, 0.483295, 0.010146,0.146672, 0.314038, 0.197333,-0.073922, 0.327076, 0.158229,-0.001832, 0.478557, 0.010165,-0.149049, 0.473957, 0.010177,-0.158531, 0.275661, 0.121602,0.055947, 0.283560, 0.166548,0.014018, -0.016031, 0.032562,0.115572, -0.015058, 0.035415,0.014018, -0.016031, 0.032562,-0.087536, -0.017004, 0.029709,0.115577, -0.016031, 0.035415,0.097286, -0.356795, -0.004483,0.089127, -0.629907, -0.045268,0.115166, -0.683499, 0.097068,-0.087541, -0.016031, 0.029709,-0.094220, -0.357162, 0.002951,-0.083492, -0.630627, -0.058373,-0.126953, -0.684306, 0.088541
0.015211, -0.016330, 0.033371,0.015211, -0.016330, 0.033371,0.007423, 0.230944, 0.021653,-0.000365, 0.478219, 0.009935,-0.000357, 0.658251, 0.021059,0.008845, 0.642711, 0.046844,-0.000365, 0.478219, 0.009935,0.146838, 0.483210, 0.009823,0.147977, 0.314161, 0.197198,-0.072597, 0.327242, 0.158000,-0.000365, 0.478219, 0.009935,-0.147573, 0.473365, 0.010042,-0.157266, 0.275270, 0.121805,0.057239, 0.284022, 0.166466,0.015211, -0.016330, 0.033371,0.116768, -0.015435, 0.036164,0.015211, -0.016330, 0.033371,-0.086346, -0.017225, 0.030578,0.116772, -0.016330, 0.036165,0.097889, -0.357011, -0.004161,0.089196, -0.630021, -0.045513,0.115151, -0.683410, 0.096914,-0.086350, -0.016330, 0.030577,-0.093462, -0.357457, 0.003882,-0.083387, -0.630740, -0.058357,-0.127182, -0.684745, 0.088337
0.016343, -0.016653, 0.034048,0.016343, -0.016653, 0.034048,0.008722, 0.230607, 0.021930,0.001102, 0.477868, 0.009813,0.000771, 0.657933, 0.020380,0.009991, 0.642418, 0.046173,0.001102, 0.477868, 0.009813,0.148291, 0.483250, 0.009491,0.149505, 0.314209, 0.196873,-0.070959, 0.327593, 0.157159,0.001102, 0.477868, 0.009813,-0.146093, 0.472623, 0.010129,-0.155933, 0.274463, 0.121764,0.058500, 0.284256, 0.166551,0.016343, -0.016653, 0.034048,0.117898, -0.015779, 0.036899,0.016343, -0.016653, 0.034048,-0.085212, -0.017527, 0.031197,0.117902, -0.016653, 0.036899,0.098515, -0.357273, -0.003703,0.089290, -0.630168, -0.045697,0.115080, -0.683425, 0.096810,-0.085216, -0.016653, 0.031197,-0.092947, -0.357766, 0.004493,-0.083303, -0.630913, -0.058408,-0.127391, -0.684980, 0.088177
0.017456, -0.016892, 0.034556,0.017456, -0.016892, 0.034556,0.010012, 0.230361, 0.022189,0.002568, 0.477615, 0.009823,0.001893, 0.657723, 0.019617,0.011232, 0.642260, 0.045399,0.002568, 0.477615, 0.009823,0.149740, 0.483430, 0.009323,0.151377, 0.314122, 0.196461,-0.068931, 0.328112, 0.156094,0.002568, 0.477615, 0.009823,-0.144610, 0.471937, 0.010317,-0.154389, 0.273843, 0.122075,0.059982, 0.284649, 0.166930,0.017456, -0.016892, 0.034556,0.119009, -0.016006, 0.037484,0.017456, -0.016892, 0.034556,-0.084097, -0.017778, 0.031628,0.119013, -0.016892, 0.037484,0.099211, -0.357473, -0.003246,0.089338, -0.630260, -0.045784,0.114952, -0.683564, 0.096738,-0.084101, -0.016892, 0.031628,-0.092594, -0.357983, 0.004870,-0.083256, -0.631041, -0.058461,-0.127674, -0.685086, 0.088032
0.018524, -0.017011, 0.034903,0.018524, -0.017011, 0.034903,0.011297, 0.230242, 0.022393,0.004071, 0.477494, 0.009882,0.003168, 0.657643, 0.018884,0.012628, 0.642239, 0.044657,0.004071, 0.477494, 0.009882,0.151228, 0.483680, 0.009400,0.153580, 0.313803, 0.196014,-0.066600, 0.328570, 0.155231,0.004071, 0.477494, 0.009882,-0.143092, 0.471446, 0.010357,-0.152661, 0.273803, 0.122929,0.061731, 0.285457, 0.167466,0.018524, -0.017011, 0.034903,0.120075, -0.016117, 0.037885,0.018524, -0.017011, 0.034903,-0.083027, -0.017905, 0.031921,0.120079, -0.017011, 0.037885,0.099919, -0.357548, -0.003041,0.089268, -0.630270, -0.045805,0.114768, -0.683799, 0.096652,-0.083031, -0.017011, 0.031921,-0.092234, -0.358086, 0.005196,-0.083346, -0.631137, -0.058228,-0.128070, -0.685379, 0.088100
0.019549, -0.017091, 0.035037,0.019549, -0.017091, 0.035037,0.012637, 0.230165, 0.022416,0.005724, 0.477421, 0.009795,0.004726, 0.657596, 0.018223,0.014231, 0.642246, 0.044012,0.005724, 0.477421, 0.009795,0.152872, 0.483846, 0.009540,0.155675, 0.313293, 0.195530,-0.064413, 0.328853, 0.154546,0.005724, 0.477421, 0.009795,-0.141429, 0.471133, 0.010042,-0.150627, 0.274224, 0.123923,0.063842, 0.286491, 0.167925,0.019549, -0.017091, 0.035037,0.121099, -0.016206, 0.038064,0.019549, -0.017091, 0.035037,-0.082001, -0.017976, 0.032010,0.121103, -0.017091, 0.038065,0.100562, -0.357570, -0.003148,0.089091, -0.630272, -0.045831,0.114580, -0.684138, 0.096501,-0.082005, -0.017091, 0.032009,-0.091778, -0.358172, 0.005569,-0.083723, -0.631341, -0.057460,-0.128591, -0.686157, 0.088608
